,Name,RA (deg),DEC (deg),Signif_Avg,Pivot_Energy,Flux1000,Energy_Flux100,PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,CLASS1,CLASS2
3692,4FGL J1449.3-4300 ,222.3269,222.3269,4.441494,1664.0929,1.8339708e-10,2.3530706e-12,7.5239355e-14,2.3686848,9.953019e-14,2.4045503,0.21254574,1.9219409,9.7968644e-14,2.2324488,0.37208894,0.6666667,1.9504839,379.98862,11.064102,0.0,     ,          
3693,4FGL J1449.4-6026 ,222.3522,222.3522,6.267719,1812.8735,1.1082548e-09,9.854001e-12,2.9513127e-13,2.565946,4.0884182e-13,2.7713969,0.3170114,2.7150903,4.16966e-13,2.6252105,0.7323266,0.6666667,2.5481644,942.8118,5.5959225,0.0,unk  ,          
3694,4FGL J1449.5+2746 ,222.3956,222.3956,6.928597,14613.923,5.2408255e-11,9.534075e-13,5.4574587e-16,1.4604453,8.3478845e-16,1.3663455,0.1986019,1.9514465,7.2846014e-16,1.3034215,0.1735219,0.6666667,1.5443321,46.677338,12.727665,0.0,rdg  ,          
3695,4FGL J1449.6-2137 ,222.422,222.422,9.249154,1616.0503,3.022246e-10,3.549949e-12,1.286728e-13,2.25013,1.4764988e-13,2.195616,0.09992972,1.6282487,1.4349886e-13,2.137881,0.12469321,0.6666667,1.6743393,581.21313,91.14779,1.3158618,fsrq ,          
3696,4FGL J1449.7-0910 ,222.441,222.441,5.2822404,5042.9316,1.4672794e-10,1.6709543e-12,6.0667185e-15,1.9369122,6.870563e-15,1.7739922,0.10388368,0.77003324,6.9335635e-15,1.6270462,0.18739875,0.6666667,1.3165313,175.98709,5.906659,0.0,agn  ,          
3697,4FGL J1449.8-5923c,222.4642,222.4642,7.050213,2553.771,1.6770011e-09,1.287971e-11,1.9099095e-13,2.552675,2.6078532e-13,2.6023686,0.24866898,3.2551816,2.6248017e-13,2.4496467,0.49685737,0.6666667,3.3055148,1196.5593,14.813569,0.3505989,     ,          
3698,4FGL J1450.2-5937c,222.5618,222.5618,5.8872905,2468.013,1.5681262e-09,6.6253843e-12,1.6888119e-13,2.5635347,3.12518e-13,2.7845416,0.9273642,3.7451167,3.6945796e-13,2.9014652,4.284992,0.6666667,3.8399723,826.70044,11.624342,0.23392817,spp  ,          
3699,4FGL J1450.4+0910 ,222.6235,222.6235,10.868012,900.3073,3.287511e-10,2.6802503e-12,4.974585e-13,2.3802748,5.940133e-13,2.1343515,0.21577542,2.4826715,5.598413e-13,2.1331694,0.21438794,0.6666667,2.4625518,514.7717,89.44615,1.0453954,fsrq ,          
3700,4FGL J1450.8-1424 ,222.7108,222.7108,9.37501,1519.9651,3.792015e-10,2.053944e-12,1.4303286e-13,2.2587395,2.1301313e-13,2.0121548,0.4584989,3.8361146,2.0618446e-13,1.8796341,0.74423826,0.6666667,3.9481044,344.61115,6.4831977,0.0,     ,          
3701,4FGL J1450.8+5201 ,222.7239,222.7239,25.031775,1544.8601,6.909111e-10,5.2584434e-12,2.8999437e-13,2.1732938,3.2913196e-13,1.9984732,0.15417351,3.7288094,3.1825784e-13,1.9689928,0.17344089,0.6666667,3.9739215,1061.4664,11.000147,0.0,bll  ,          
3702,4FGL J1451.4-5422 ,222.8549,222.8549,4.471331,1357.9978,3.6412717e-10,2.510094e-12,1.8619644e-13,2.5339243,2.9448438e-13,2.4721122,0.4597236,2.6320088,2.9700474e-13,2.2580369,0.9621702,0.6666667,2.689942,434.2363,2.230081,0.0,     ,          
3703,4FGL J1451.4+6355 ,222.8554,222.8554,16.993433,3509.8745,2.6382918e-10,3.0701652e-12,2.224623e-14,1.8906709,2.2035054e-14,1.8951366,-0.006659208,0.1664389,2.2949894e-14,1.8484936,0.022538662,0.6666667,0.82383674,491.9308,28.577911,0.4208009,bll  ,          
3704,4FGL J1451.4-5142 ,222.8719,222.8719,6.478348,674.61426,2.4279626e-10,4.1563697e-12,1.2892008e-12,2.763413,2.5107399e-12,2.821132,0.84970355,4.3777637,2.4519332e-12,2.6060123,1.501716,0.6666667,4.290597,781.30115,17.463867,0.37262055,     ,          
3705,4FGL J1451.5+1415 ,222.8878,222.8878,11.48554,1130.4579,2.8653707e-10,3.6954806e-12,2.9476278e-13,2.3743947,3.3714606e-13,2.3290126,0.10994487,1.6256475,3.155276e-13,2.313581,0.081833735,0.6666667,1.2241129,712.96466,33.529858,0.5893088,bcu  ,          
3706,4FGL J1451.6-3726 ,222.9054,222.9054,7.070188,1895.531,2.710531e-10,1.9763152e-12,7.015811e-14,2.3388393,8.881768e-14,2.2662392,0.21692659,2.0892894,8.4100776e-14,2.1858253,0.26436114,0.6666667,1.8555841,347.06882,19.717535,0.56621784,     ,          
3707,4FGL J1451.8-3851 ,222.9562,222.9562,3.4256992,4749.359,9.903846e-11,1.1070843e-12,4.0886873e-15,2.12458,3.935208e-15,2.1298275,0.0022657171,0.16431054,3.9403486e-15,2.11827,0.0093568545,0.6666667,0.22219619,154.08952,8.601601,0.0,bcu  ,          
3708,4FGL J1452.0-4148 ,223.0172,223.0172,5.7542458,5544.933,1.5344426e-10,1.7555855e-12,5.321033e-15,1.9256835,5.5915796e-15,1.911864,0.021752331,0.31920952,5.352923e-15,1.9276594,-0.00011107353,0.6666667,0.021505341,185.09573,7.0341773,0.0,     ,          
3709,4FGL J1453.0-1318 ,223.2597,223.2597,5.551988,1909.8174,1.8833288e-10,2.2715274e-12,5.5351713e-14,2.2914586,5.385549e-14,2.2926323,-0.012069199,0.19908851,5.571122e-14,2.2796926,0.005892439,0.6666667,0.12995428,373.46857,9.991511,0.0,bcu  ,          
3710,4FGL J1453.4-5858 ,223.3604,223.3604,5.7171187,4479.3926,7.9514323e-10,1.0243584e-11,3.114201e-14,2.3731737,3.1014948e-14,2.3717644,-0.0051620617,0.06950468,3.0747882e-14,2.3960874,-0.016917577,0.6666667,0.33041835,731.0802,6.283467,0.0,spp  ,          
3711,4FGL J1453.5+3505 ,223.392,223.392,10.941534,1020.7456,2.141914e-10,2.8931343e-12,2.9012293e-13,2.4220495,3.036584e-13,2.3885863,0.039925825,0.64101255,3.0730944e-13,2.3378568,0.0816795,0.6666667,1.1441504,699.8123,64.90447,0.9273291,fsrq ,          
3712,4FGL J1454.0-5319 ,223.5015,223.5015,5.4005394,1779.0896,3.973143e-10,2.5174491e-12,1.0570747e-13,2.4537928,1.5912086e-13,2.435538,0.39459744,2.812558,1.5499142e-13,2.2713552,0.68608004,0.6666667,2.77694,427.2308,6.5807414,0.0,     ,          
3713,4FGL J1454.0+4927 ,223.5246,223.5246,3.8203714,1066.3511,7.1726125e-11,1.1115363e-12,9.394251e-14,2.5414076,1.2193645e-13,2.4467533,0.2407968,1.4480553,1.1994991e-13,2.3364954,0.3980389,0.6666667,1.5676566,311.73425,27.964148,0.8836753,bcu  ,          
3714,4FGL J1454.1+1622 ,223.5443,223.5443,16.650824,963.00903,5.0949056e-10,3.838137e-12,6.2852566e-13,2.3298101,8.185197e-13,2.1318674,0.28596196,4.6628013,7.862882e-13,2.0539844,0.40108272,0.6666667,4.61043,790.6156,43.82537,0.52926606,fsrq ,          
3715,4FGL J1454.1+2647 ,223.5482,223.5482,6.8270373,2335.9033,1.5834226e-10,1.7691704e-12,2.9519874e-14,2.1221974,3.3412207e-14,2.0797467,0.08440879,0.9369605,3.1877814e-14,2.0526633,0.07735337,0.6666667,0.7240062,294.93668,6.4808946,0.0,bcu  ,          
3716,4FGL J1454.3-5551 ,223.5794,223.5794,6.463082,933.23975,4.4976253e-10,6.0872874e-12,8.25276e-13,2.7900743,1.2062534e-12,2.8177643,0.4094498,3.170282,1.1822628e-12,2.6615734,0.7232206,0.6666667,3.0152678,827.85004,12.144972,0.094854765,     ,          
3717,4FGL J1454.3-3946 ,223.583,223.583,4.3125887,853.42975,1.3563925e-10,2.0200486e-12,3.3777525e-13,2.642048,5.1010677e-13,2.8618584,0.46867013,2.0733879,5.052644e-13,2.6840534,0.8583973,0.6666667,1.8879678,442.9854,12.5709505,0.23941557,     ,          
3718,4FGL J1454.4-3744 ,223.6158,223.6158,11.14073,1396.3289,4.2726497e-10,5.5724765e-12,2.6519637e-13,2.5550017,3.011569e-13,2.618215,0.11172454,2.0363014,2.882448e-13,2.534685,0.110972665,0.6666667,1.4092098,1089.8055,68.478096,0.83393145,fsrq ,          
3719,4FGL J1454.4+5124 ,223.625,223.625,86.429985,1260.3184,3.6741943e-09,3.540452e-11,2.3057049e-12,2.0429962,2.4531627e-12,1.9894435,0.047908302,5.148971,2.3994361e-12,1.967563,0.044415783,0.6666667,5.875397,6157.4067,453.62302,0.4446912,bll  ,          
3720,4FGL J1454.7+5237 ,223.6774,223.6774,7.41136,2274.799,1.3678692e-10,1.5893488e-12,2.6999207e-14,2.230515,2.7613906e-14,2.2118137,0.012567355,0.13984911,2.8561456e-14,2.1327493,0.06791492,0.6666667,0.7032297,362.75522,9.757349,0.0,bll  ,          
3721,4FGL J1454.8-2456 ,223.7199,223.7199,6.1277857,659.5632,1.8129014e-10,2.011448e-12,7.9362303e-13,2.5892935,1.4485884e-12,2.3589544,0.82843417,3.5436933,1.4216205e-12,2.2009249,1.5370538,0.6666667,3.5314202,477.39258,30.539717,0.76621693,fsrq ,          
3722,4FGL J1455.0+0247 ,223.7616,223.7616,5.7631803,6395.7227,7.911192e-11,7.3596896e-13,2.5171265e-15,1.835787,6.2176953e-15,1.7280933,0.9989585,3.6920164,6.9204824e-15,1.4507354,2.6161127,0.6666667,3.8114386,38.38779,3.980054,0.0,bll  ,          
3723,4FGL J1455.4-3654 ,223.8548,223.8548,8.95334,1799.0608,3.1175107e-10,4.0784277e-12,1.0661473e-13,2.3897018,1.0649608e-13,2.3861923,-0.0012238267,0.0,1.07351506e-13,2.3766465,0.0073146895,0.6666667,0.14502719,701.7821,15.833947,0.32290995,bcu  ,          
3724,4FGL J1455.8-7601 ,223.957,223.957,9.348311,3831.972,2.1904761e-10,2.4505608e-12,1.509425e-14,1.9950716,1.6452228e-14,1.951332,0.049197044,0.7457852,1.61402e-14,1.919382,0.054383956,0.6666667,0.8277236,332.18045,10.02015,0.0,bll  ,          
3725,4FGL J1455.9-3331 ,223.9993,223.9993,5.2842164,1976.4131,2.2105341e-10,1.1353717e-12,3.6692695e-14,2.3387082,7.3508304e-14,2.6379218,0.7188966,3.884892,7.558312e-14,2.4097447,1.5281502,0.6666667,3.7858884,222.13022,5.3281384,0.0,MSP  ,          
3726,4FGL J1456.0+5051 ,224.0181,224.0181,7.0726104,6822.689,1.1812777e-10,1.3963254e-12,2.9018961e-15,1.8635494,2.8854052e-15,1.8634853,-0.0023991212,0.0,2.9347748e-15,1.8418509,0.009960309,0.6666667,0.15418287,179.8312,13.352037,0.0,bll  ,          
3727,4FGL J1456.3-5419 ,224.0911,224.0911,6.799558,2019.965,5.521878e-10,2.6497392e-12,9.674902e-14,2.4115953,1.7387662e-13,2.5061882,0.6938967,4.032474,1.77741e-13,2.3560925,1.5190278,0.6666667,3.988932,462.30023,7.379499,0.0,     ,          
3728,4FGL J1456.4-7129 ,224.1108,224.1108,6.4524775,2024.8763,2.2796882e-10,1.4015592e-12,4.820885e-14,2.2997239,6.6506615e-14,2.1389718,0.30527744,2.5373552,6.437691e-14,2.0097363,0.46463665,0.6666667,2.5556903,261.09894,10.867343,0.0,     ,          
3729,4FGL J1456.4-5923c,224.1186,224.1186,5.6375403,1795.3907,1.2716892e-09,1.513561e-11,3.6226607e-13,2.6150417,4.6799327e-13,2.7689407,0.18763271,2.1586127,4.7456716e-13,2.644088,0.42909682,0.6666667,1.945932,1176.48,3.3460622,0.0,unk  ,          
3730,4FGL J1456.7-6050c,224.188,224.188,5.0260653,62688.65,6.702735e-11,1.4160742e-12,1.0864604e-16,1.354491,8.5758565e-17,1.3768137,-0.11711347,1.5619323,5.7599035e-17,1.6801353,-0.36883795,0.6666667,2.0831323,46.953545,9.326196,0.0,     ,          
3731,4FGL J1456.8-6122 ,224.2083,224.2083,4.1272464,4051.8225,3.4966632e-10,4.163619e-12,1.8560044e-14,2.272354,2.338186e-14,2.181525,0.23575866,1.4841241,2.2147379e-14,2.113646,0.27795243,0.6666667,1.399918,363.20233,9.495432,0.0,     ,          
3732,4FGL J1457.3-4246 ,224.3437,224.3437,23.41256,1232.7314,9.435693e-10,1.2020143e-11,7.8467625e-13,2.3606415,8.3594926e-13,2.3425453,0.047540355,1.6711392,7.906334e-13,2.3506517,0.008001473,0.6666667,0.44186786,1945.8185,437.6695,1.2137965,bcu  ,          
3733,4FGL J1457.4-3539 ,224.3657,224.3657,64.8815,719.12274,3.2170921e-09,3.0623625e-11,8.723991e-12,2.3435314,1.0157251e-11,2.1986632,0.1635934,10.229123,9.677369e-12,2.1731486,0.17374964,0.6666667,9.808975,5554.7886,2974.3303,1.5283699,FSRQ ,          
3734,4FGL J1457.8-4642 ,224.4722,224.4722,6.8066792,4452.076,2.1882196e-10,2.4308515e-12,1.0719842e-14,2.0693383,9.771824e-15,2.1019561,-0.04621753,0.85477334,1.0590465e-14,2.0987463,-0.01197932,0.6666667,0.26143593,297.90744,15.177322,0.40962422,bll  ,          
3735,4FGL J1458.6+3722 ,224.6733,224.6733,15.939778,1655.6498,3.4322206e-10,3.9288004e-12,1.3631814e-13,2.1993194,1.4818108e-13,2.1489077,0.061497107,1.3835584,1.4313378e-13,2.1358714,0.049336504,0.6666667,1.2875907,773.3759,36.609707,0.47762758,bll  ,          
3736,4FGL J1458.8-2120 ,224.7033,224.7033,14.819019,1592.9465,6.2057226e-10,3.5322546e-12,2.0875885e-13,2.1531532,2.966074e-13,1.877561,0.36894777,5.027107,2.8263112e-13,1.7930267,0.5235744,0.6666667,4.9731584,539.3783,12.354388,0.15582103,     ,          
3737,4FGL J1459.0+7140 ,224.7531,224.7531,16.26237,821.6307,2.5512983e-10,3.6951366e-12,6.181624e-13,2.4857817,6.5875875e-13,2.4524412,0.051519997,1.1736631,6.427821e-13,2.4401443,0.046459764,0.6666667,0.95400995,1206.8564,233.0943,1.1414945,css  ,          
3738,4FGL J1459.0+6129 ,224.7568,224.7568,6.370077,1353.5894,1.0504067e-10,1.34337e-12,7.017786e-14,2.365071,6.610163e-14,2.3780665,-0.04072178,0.56368166,6.9765076e-14,2.3797827,-0.010296304,0.6666667,0.23501913,388.20685,8.48585,0.0,bcu  ,          
3739,4FGL J1459.0-5819 ,224.7679,224.7679,5.301498,2717.8452,8.336659e-10,3.7118607e-12,8.3498644e-14,2.4921265,1.4032983e-13,2.535219,0.7591196,2.448074,1.4380885e-13,2.418715,1.6817242,0.6666667,2.3144455,467.80017,17.647278,0.51276314,unk  ,          
3740,4FGL J1459.0-5353 ,224.7741,224.7741,5.1686625,2316.7976,3.302244e-10,4.3953105e-12,6.15604e-14,2.4074724,9.3332155e-14,2.9037347,0.70143116,1.7216837,6.176746e-14,2.4150336,-0.010703219,0.6666667,0.2492568,529.5069,19.497011,0.53560257,bcu  ,          
3741,4FGL J1459.5-6053 ,224.8752,224.8752,71.55617,1140.6779,1.3073095e-08,1.2273058e-10,1.21122825e-11,2.5079546,1.556189e-11,2.4089518,0.2735137,20.052477,1.5107696e-11,2.3244164,0.41088068,0.6666667,20.164814,12044.647,7.481916,0.0,PSR  ,          
3742,4FGL J1459.5+1527 ,224.8875,224.8875,6.8739505,2147.3442,1.6742815e-10,1.9020918e-12,3.7494923e-14,2.1806166,4.261983e-14,2.1175437,0.08434477,0.9896802,3.9220492e-14,2.1251702,0.039555762,0.6666667,0.6231038,309.85052,20.858173,0.5538184,fsrq ,          
3743,4FGL J1459.9-2322 ,224.9752,224.9752,4.9084373,654.4937,1.5330122e-10,2.8366706e-12,7.9412453e-13,2.670257,9.932296e-13,2.5852082,0.18697001,1.6708153,9.57101e-13,2.4829633,0.25806594,0.6666667,1.7265621,579.95966,28.054373,0.82295966,     ,          
3744,4FGL J1500.1-5846 ,225.028,225.028,6.209327,3286.4756,9.919593e-10,1.4540257e-11,7.619564e-14,2.4960155,7.729379e-14,2.500614,0.010316692,0.18869098,7.18187e-14,2.5351775,-0.036935255,0.6666667,1.1743814,995.5996,18.555302,0.31412822,     ,          
3745,4FGL J1500.2+2640 ,225.0561,225.0561,9.669376,889.3268,2.3224468e-10,1.7626676e-12,3.6169022e-13,2.5705636,7.4727805e-13,2.4558518,0.9999968,6.2448077,8.43052e-13,2.2167017,3.001142,0.6666667,6.417075,471.08362,11.489096,0.019737775,     ,          
3746,4FGL J1500.7+4752 ,225.1837,225.1837,12.682992,1744.2898,3.150457e-10,3.869745e-12,1.1453807e-13,2.3163612,1.2750051e-13,2.2766523,0.095902614,1.6832715,1.2411342e-13,2.2408986,0.100297734,0.6666667,1.5523051,933.0921,10.224538,0.0,bll  ,          
3747,4FGL J1500.9+5528 ,225.2271,225.2271,10.256316,2759.8398,1.9830483e-10,2.2119444e-12,2.5986527e-14,2.1127496,3.0802756e-14,2.0056965,0.14668287,1.9152995,2.915895e-14,1.9746109,0.13456346,0.6666667,1.6230253,460.89307,26.497004,0.52119184,bll  ,          
3748,4FGL J1501.0-6310e,225.254,225.254,13.876771,1072.8008,3.9525476e-09,3.0548147e-11,3.6154844e-12,2.2344756,4.637646e-12,2.121431,0.21194227,4.5354695,4.557107e-12,2.0344915,0.34786165,0.6666667,4.3915715,4411.9106,15.819796,0.16679853,     ,          
3749,4FGL J1501.0+2238 ,225.2567,225.2567,36.8093,1298.5743,1.2375352e-09,1.1861416e-11,7.0497975e-13,2.0076168,7.4610343e-13,1.9172324,0.05260573,2.5891216,7.223886e-13,1.9249494,0.03339858,0.6666667,2.6731627,1600.8712,68.744,0.37282676,bll  ,          
3750,4FGL J1501.2-6624 ,225.3034,225.3034,5.44973,2939.967,2.0521462e-10,2.4667189e-12,2.2479257e-14,2.2865288,2.3819185e-14,2.2818112,0.03422236,0.51559204,2.387765e-14,2.2264605,0.058153495,0.6666667,0.69166845,360.33414,6.6984777,0.0,unk  ,          
3751,4FGL J1501.6-5236 ,225.406,225.406,4.361994,1007.8444,3.063854e-10,2.5102778e-12,3.5160536e-13,2.743641,6.6517354e-13,2.6569986,0.75995946,3.0291197,6.761605e-13,2.5022519,1.6323217,0.6666667,3.0603456,484.00284,14.113417,0.12096808,     ,          
3752,4FGL J1502.2-5933 ,225.553,225.553,7.353179,3116.5051,9.880207e-10,4.4550422e-12,7.8378134e-14,2.498742,1.4126784e-13,2.368023,0.82976973,4.208635,1.3983315e-13,2.2448673,1.4765238,0.6666667,4.304717,526.43036,10.168847,0.0,     ,          
3753,4FGL J1502.5+5552 ,225.6257,225.6257,10.417117,1434.8551,2.408505e-10,2.1454672e-12,1.2425902e-13,2.3982515,1.5421746e-13,2.3944814,0.1875937,2.6382928,1.4962055e-13,2.307456,0.25982314,0.6666667,2.373974,615.8228,105.85046,1.1089996,bcu  ,          
3754,4FGL J1502.6+0207 ,225.6523,225.6523,2.7197604,3803.9973,9.217754e-11,1.0285936e-12,6.4126476e-15,2.008311,8.602547e-15,1.9877386,0.1577531,1.265254,7.9191795e-15,1.8668768,0.16225958,0.6666667,1.0413759,123.64848,8.33218,0.0,     ,agn       
3755,4FGL J1503.3+1651 ,225.8281,225.8281,7.4388127,3315.5469,1.6645561e-10,1.8489594e-12,1.5033246e-14,2.0633662,1.4744064e-14,2.0640824,-0.007485789,0.13279697,1.543106e-14,2.0168078,0.023515461,0.6666667,0.38864073,264.54117,11.200784,0.0,bll  ,          
3756,4FGL J1503.5+4759 ,225.8955,225.8955,21.936018,1687.7512,5.9243394e-10,6.941943e-12,2.2850447e-13,2.2459288,2.4235637e-13,2.2190576,0.049538236,1.6157223,2.3482404e-13,2.2141423,0.030004445,0.6666667,1.1201594,1565.4481,29.232067,0.28126183,bll  ,          
3757,4FGL J1503.6-6427 ,225.91,225.91,8.423493,2577.007,5.508716e-10,4.9189706e-12,7.1660336e-14,2.3832834,8.450481e-14,2.4123628,0.12811393,2.0125651,8.441102e-14,2.3240473,0.23278573,0.6666667,1.6180315,728.96246,61.708332,1.0251735,bcu  ,          
3758,4FGL J1503.6-4146 ,225.9135,225.9135,4.7573543,3265.5515,1.7998095e-10,2.0052556e-12,1.6568276e-14,2.1051757,1.626948e-14,2.099565,-0.0051401216,0.06880333,1.6211264e-14,2.1179805,-0.012371284,0.6666667,0.29093593,269.041,7.9429655,0.0,spp  ,          
3759,4FGL J1503.7-1540 ,225.9252,225.9252,27.564259,3108.8613,8.965072e-10,1.0135974e-11,9.339787e-14,1.7917812,1.0201101e-13,1.664129,0.070435144,2.5440555,9.9220545e-14,1.6147175,0.07461409,0.6666667,3.4582222,713.1495,17.997179,0.18752716,bll  ,          
3760,4FGL J1503.7-5801 ,225.9257,225.9257,24.802767,1590.2842,4.177635e-09,3.738005e-11,1.6918948e-12,2.5547864,2.1449053e-12,2.5468156,0.23960985,6.140143,2.0958513e-12,2.460344,0.384248,0.6666667,5.7562146,3433.875,9.549095,0.0,bcu  ,          
3761,4FGL J1503.9-4247 ,225.997,225.997,8.941967,1296.2109,3.6827658e-10,3.0249414e-12,2.3519562e-13,2.5198958,3.4505905e-13,2.613877,0.42134076,3.923911,3.4160993e-13,2.450255,0.76459956,0.6666667,3.6872406,634.8901,17.832083,0.3503331,bcu  ,          
3762,4FGL J1504.4+1029 ,226.1033,226.1033,242.30598,518.219,1.9457499e-08,1.9165454e-10,1.0277302e-10,2.246488,1.13776655e-10,2.1219308,0.10057087,21.339905,1.0880987e-10,2.112863,0.08979996,0.6666667,21.271347,27584.943,13923.587,0.8978677,FSRQ ,          
3763,4FGL J1504.6+4343 ,226.1597,226.1597,5.6218357,7510.65,7.489315e-11,9.501822e-13,1.6752801e-15,1.7688112,2.3055023e-15,1.4962555,0.25514492,1.504654,2.1027263e-15,1.4630755,0.261437,0.6666667,1.4859438,100.81956,10.885414,0.0,     ,          
3764,4FGL J1504.9+2027 ,226.2454,226.2454,9.523323,1135.4246,2.5029512e-10,3.2975302e-12,2.5821847e-13,2.3970292,2.50174e-13,2.403005,-0.019459946,0.34014216,2.5304186e-13,2.418887,-0.017063776,0.6666667,0.66817224,679.04315,8.000324,0.0,bcu  ,          
3765,4FGL J1505.0-3433 ,226.2581,226.2581,11.319654,1559.1578,4.140941e-10,3.4458157e-12,1.715678e-13,2.2900295,2.0382624e-13,2.2020795,0.1406124,2.4170506,1.9548851e-13,2.131614,0.17168911,0.6666667,2.4087734,575.6733,40.10633,0.7682821,bll  ,          
3766,4FGL J1505.0+0326 ,226.2726,226.2726,34.244064,460.08505,1.1178135e-09,1.5499935e-11,1.1997888e-11,2.523493,1.311592e-11,2.4251924,0.097043164,3.7021315,1.2701629e-11,2.4136992,0.10062439,0.6666667,3.2032635,3109.7683,77.508125,0.3195359,NLSY1,          
3767,4FGL J1505.1-5145 ,226.2877,226.2877,7.6564646,1165.8448,5.342354e-10,3.2405652e-12,4.0139647e-13,2.6737528,7.1387725e-13,2.4871721,0.8295299,4.204516,7.1134445e-13,2.351144,1.5519792,0.6666667,4.333822,645.20465,8.49874,0.0,     ,          
3768,4FGL J1505.3-5852 ,226.3359,226.3359,8.259382,2010.4515,1.6904109e-09,9.196498e-12,3.429393e-13,2.623683,5.193664e-13,2.4466288,0.50642914,3.9558756,5.216022e-13,2.2993135,0.97537196,0.6666667,4.101429,1006.97754,4.963999,0.0,     ,          
3769,4FGL J1505.5-8241 ,226.3769,226.3769,11.40528,4671.334,2.4583355e-10,2.7780497e-12,1.1653067e-14,1.9581292,1.1496693e-14,1.961048,-0.0070786164,0.15296426,1.1970645e-14,1.9174429,0.023613116,0.6666667,0.48135749,347.40674,12.635033,0.15621278,bcu  ,          
3770,4FGL J1506.1+3731 ,226.5347,226.5347,61.614563,461.00723,1.5849896e-09,2.1054039e-11,1.641315e-11,2.487468,1.8330629e-11,2.3813086,0.12116338,7.173552,1.7599233e-11,2.363955,0.12108327,0.6666667,6.8383746,5435.1177,1924.742,1.0701345,fsrq ,          
3771,4FGL J1506.4-0540 ,226.6188,226.6188,5.054992,14494.464,6.595139e-11,1.044873e-12,6.132607e-16,1.5645863,1.1135083e-15,1.485505,0.56388575,1.9314749,1.0305674e-15,1.3376653,0.7700611,0.6666667,1.9120189,52.484867,12.736244,0.0,bll  ,          
3772,4FGL J1506.4+4331 ,226.6221,226.6221,5.910862,1186.5073,1.2724773e-10,1.8377736e-12,1.2352357e-13,2.483344,1.11845896e-13,2.5156004,-0.059814967,1.1209911,1.2088411e-13,2.5202801,-0.018805869,0.6666667,0.58656144,500.47113,13.077963,0.2900123,bll  ,          
3773,4FGL J1506.5-5708 ,226.636,226.636,7.9072013,2082.2163,9.394843e-10,5.8134244e-12,2.0001743e-13,2.544792,2.578413e-13,2.2583826,0.31913012,2.8270614,2.516098e-13,2.1705067,0.47330844,0.6666667,3.099443,665.5455,10.513484,0.0,     ,          
3774,4FGL J1506.6+0813 ,226.6741,226.6741,31.27335,2690.402,8.919702e-10,9.3595826e-12,1.1675483e-13,1.7876707,1.3315453e-13,1.5872318,0.11519189,4.0249915,1.2614195e-13,1.5905892,0.09028512,0.6666667,4.1956387,658.3114,32.03074,0.31867298,bll  ,          
3775,4FGL J1506.9-7003 ,226.745,226.745,5.1520786,1800.8126,1.9987578e-10,9.950626e-13,5.154117e-14,2.3003528,7.9838764e-14,1.984414,0.54462725,2.3592124,7.594897e-14,1.9047906,0.7795509,0.6666667,2.4696307,190.09256,9.351374,0.0,     ,          
3776,4FGL J1507.1-1901 ,226.7886,226.7886,2.8011935,665.14374,9.1687144e-11,1.8469768e-12,4.8102814e-13,2.7263947,4.7279634e-13,2.7162251,-0.013081438,0.12735167,4.8422605e-13,2.7137656,0.00917431,0.6666667,0.07915772,384.71042,12.272382,0.0,     ,          
3777,4FGL J1507.2-1651 ,226.8071,226.8071,4.173389,2139.575,1.3887716e-10,1.7419473e-12,3.144193e-14,2.3425474,2.7574844e-14,2.3369975,-0.0598635,0.91022706,3.0359663e-14,2.3853765,-0.025389064,0.6666667,0.6368964,299.3387,7.8602858,0.0,fsrq ,          
3778,4FGL J1507.2+1721 ,226.8207,226.8207,14.590055,3387.93,3.0974667e-10,2.7959117e-12,2.6800902e-14,1.834825,3.5169716e-14,1.563559,0.22932968,3.6113143,3.3228144e-14,1.4897107,0.2752853,0.6666667,3.8011255,209.89359,24.957916,0.4907587,bll  ,          
3779,4FGL J1507.3-3710 ,226.8328,226.8328,9.780438,1712.6464,3.4912037e-10,2.832348e-12,1.1601661e-13,2.2419577,1.373615e-13,2.1495416,0.1358114,2.0478356,1.3301559e-13,2.0708652,0.18206322,0.6666667,2.12153,457.42804,10.193693,0.0,bcu  ,          
3780,4FGL J1507.3+3341 ,226.8351,226.8351,8.519857,2538.782,1.6378505e-10,1.1436995e-12,2.3238007e-14,2.0113432,3.0603978e-14,1.6900266,0.2780234,2.4123995,2.864758e-14,1.6493897,0.31274495,0.6666667,2.465487,135.4767,10.933272,0.0,bll  ,          
3781,4FGL J1507.4-6450c,226.8736,226.8736,5.0374613,1535.5513,3.5098693e-10,3.5086274e-12,1.4745114e-13,2.5448997,1.9863587e-13,2.6279414,0.22921509,2.475888,1.9279886e-13,2.4396954,0.38855317,0.6666667,2.3568325,600.3959,9.124784,0.0,     ,          
3782,4FGL J1507.7-5403 ,226.9264,226.9264,4.919012,1446.5421,3.7838724e-10,3.7204857e-12,1.7935753e-13,2.6155713,2.581232e-13,2.7011833,0.29743198,2.4423208,2.4430206e-13,2.5393896,0.44186673,0.6666667,2.1272378,546.31,9.441395,0.0,     ,          
